gene,count_cancer,count_normal,delta,count_total
PWP1,225,237,-28.12137436969972,462
TP53I11,307,313,-28.128504636210774,620
ANGPTL7,1,1,-28.214393615722656,2
MAP3K2,337,372,-28.28177833826149,709
AQP8,1,1,-28.354190826416016,2
RAVER2,52,52,-28.396979258610656,104
SLC36A4,142,145,-28.423869169547583,287
ATF5,124,127,-28.597889113711176,251
FOXN2,71,70,-28.61991030104617,141
KDM5A,328,311,-28.667584026736648,639
OSBPL8,257,237,-28.679736936623264,494
MYO1F,49,54,-28.70094362277428,103
VAC14,121,134,-28.721178077248965,255
SEPHS1,147,138,-28.75924430981017,285
PGBD4,22,20,-28.86238025483631,42
ALG5,398,400,-28.923189483489608,798
METTL9,483,493,-29.00371556203873,976
RAB29,167,171,-29.17993613248745,338
BOLA3,489,498,-29.24079409969373,987
MSH4,1,1,-29.31478881835937,2
PPP1CB,643,687,-29.369257314581617,1330
NRDC,269,298,-29.40158104602201,567
PPCS,514,557,-29.43290829057453,1071
ZFAND4,32,32,-29.52505075931549,64
TRIM68,50,50,-29.57071846008301,100
SGMS1,293,277,-29.651988655224187,570
RALBP1,477,431,-29.67922404369068,908
GOLT1A,251,256,-29.685952496951856,507
STARD7,322,341,-29.759126562518414,663
TMOD4,1,1,-29.78675842285156,2
TOR1AIP2,480,496,-29.858528156749543,976
BEST1,107,111,-29.888075137357102,218
CLPTM1,313,309,-29.969665140967663,622
AP2B1,386,348,-30.013806460014152,734
RPGRIP1L,77,81,-30.298060887976533,158
UNC50,332,332,-30.314451137221,664
VAMP1,23,25,-30.3240008354187,48
GFPT1,343,336,-30.32784324050476,679
SUDS3,354,336,-30.427324223172832,690
CWF19L2,181,176,-30.44461145053724,357
FBXL3,211,195,-30.498871479128383,406
SEZ6,4,4,-30.61757183074951,8
CXXC1,134,144,-30.63214232081133,278
RNF2,99,91,-30.751863278840723,190
GAREM1,211,217,-30.872773954801477,428
IWS1,267,252,-30.878241801767217,519
SFXN2,51,54,-30.91888820103237,105
CWC15,531,509,-30.976517039078928,1040
NUTM2A-AS1,104,109,-30.99195226033529,213
SCAF11,539,579,-30.998388191455163,1118
GTDC1,38,40,-31.024043743426983,78
RAB8B,70,72,-31.105856505917828,142
PRKRA,370,400,-31.156160780671364,770
TTR,1,1,-31.20679473876953,2
FBXO34,248,256,-31.25514093277947,504
REXO2,569,577,-31.34581014290322,1146
MON1B,187,178,-31.368271208462644,365
MCU,188,177,-31.41529497120478,365
MACF1,553,598,-31.42423125001061,1151
LYPLAL1,252,240,-31.442675381171995,492
SLC35C1,152,138,-31.460732703373356,290
NECAP1,133,143,-31.495436461075485,276
ACADSB,193,212,-31.68751976107373,405
PSMD14,335,317,-31.864995283583184,652
RSU1,312,319,-31.91310081542388,631
C1RL,206,228,-32.14395925636116,434
PEX13,232,257,-32.155785035989524,489
TGIF1,460,479,-32.17156518483186,939
ARPP19,477,449,-32.1847498216073,926
METTL25,47,48,-32.20349715383429,95
ALDH4A1,50,45,-32.224915996350745,95
PUS7L,143,134,-32.32047617392419,277
ZC3H12A,299,289,-32.40204127305219,588
UGP2,480,477,-32.402526153915225,957
TCTN3,149,145,-32.458063917095146,294
ZNF268,107,105,-32.53030528662339,212
STRN,101,95,-32.53708218555062,196
MPHOSPH8,552,603,-33.251271618599496,1155
SPTY2D1,238,228,-33.37361406154387,466
MYO5C,294,274,-33.441649665295245,568
PSMC1,435,421,-33.44913443895143,856
DCAF11,290,318,-33.517027654145906,608
VPS13C,270,283,-33.66134575262639,553
OGFOD1,98,90,-33.84713734971716,188
SULT1A4,1,1,-33.88747024536133,2
MITD1,175,177,-33.90715237097307,352
TPR,493,447,-33.917452832485765,940
NPIPB4,5,5,-34.00544433593751,10
RNF141,354,319,-34.08098357995587,673
BIRC2,300,277,-34.08203069465412,577
ANKRD13A,262,237,-34.09362663773592,499
DNAJC27,62,67,-34.17420223147369,129
WBP11,322,326,-34.455943719840334,648
RPAP2,136,130,-34.55512429717788,266
SETDB2,55,52,-34.63741288229684,107
SNRNP27,289,286,-34.65739624023438,575
PSMD7,434,454,-34.6882669689419,888
LRRC28,86,86,-34.76756082579148,172
ACTR3,462,472,-34.8803406619413,934
KATNBL1,246,269,-34.92298124739267,515
THRA,192,174,-34.96789031732277,366
ALKBH8,40,42,-35.05024663413444,82
BTBD7,224,210,-35.110792502829554,434
RRAS2,288,310,-35.180175360229896,598
FBXO3,159,155,-35.73253934094861,314
NUDT13,13,12,-35.873103332519534,25
TRIM69,99,102,-36.20217512140226,201
TAF3,184,194,-36.60503846627695,378
MTIF3,412,439,-36.76419446611236,851
USP30,49,49,-36.77709618393256,98
EIF2AK4,289,287,-36.88806821240319,576
VPS26A,280,279,-36.91559156578214,559
ORMDL2,456,426,-37.149909134084126,882
PTCD3,177,182,-37.25476235732395,359
VWA8,48,46,-37.3005388138142,94
GDF10,1,1,-37.42294692993164,2
C10orf53,1,1,-37.44314193725586,2
ARHGEF18,1,1,-37.5833625793457,2
HNRNPU,751,763,-37.6451427353893,1514
SMAD6,50,53,-37.691758091009945,103
SAFB2,340,311,-37.72211622715729,651
NPIPB15,92,92,-37.86946159860362,184
GPATCH2,206,201,-37.98120402118205,407
APOA4,1,1,-38.02082824707031,2
ERGIC2,386,350,-38.17718551469886,736
LINC01572,1,1,-38.58871841430664,2
COTL1,201,201,-38.68305842081705,402
CASP1,134,129,-38.81225200116408,263
CCAR1,352,352,-38.89388470216231,704
SAE1,221,214,-39.34067167084794,435
SEL1L,192,173,-39.55436807919855,365
SLC44A3,148,141,-39.554539109596334,289
SNX7,164,171,-39.59566247285302,335
MED6,186,197,-39.68691164021702,383
SERGEF,125,124,-39.706377266880025,249
C18orf25,100,91,-39.891825591082345,191
ZDHHC16,296,277,-39.90899101643454,573
KTN1-AS1,9,9,-40.15695020887587,18
THNSL1,26,24,-40.22611557006836,50
SLC3A2,385,413,-40.26613671439034,798
MPZL2,598,596,-40.34425612789903,1194
ZNF765,41,41,-40.38728490689907,82
TOR1AIP1,231,245,-40.427796964885815,476
KRT40,2,2,-40.46542739868164,4
CLEC4M,1,1,-40.500919342041016,2
KCTD3,89,85,-40.653808637597095,174
LINC00667,192,195,-41.22129825720184,387
FAT3,2,2,-41.59454917907715,4
POMGNT1,192,179,-41.8375537594695,371
RNF169,151,145,-41.84559748623823,296
POLR1B,41,44,-41.92242000804228,85
MPP7,255,270,-41.95723964872814,525
TIGAR,55,61,-41.986597192698525,116
CCDC7,27,25,-42.04540663499098,52
PSMC5,598,574,-42.11549078645153,1172
MAP4K4,216,210,-42.29650991735324,426
COPB1,346,345,-42.31138290648177,691
CHTF8,278,296,-42.61766565302939,574
CHMP3,545,602,-42.96696912171848,1147
TNKS2,239,260,-43.0864885976176,499
AAK1,254,263,-43.37706963190489,517
FBXW4,280,269,-43.49712230772703,549
DNAJC1,434,442,-43.50803252442242,876
USP22,359,397,-43.69646539637651,756
COMMD3,307,331,-43.77215993516496,638
COMMD9,206,193,-43.78175777540469,399
FAM187B,4,4,-43.87486743927002,8
DDR2,25,24,-43.92247024847536,49
PLEKHO1,58,54,-43.92944850240435,112
SETD3,285,278,-44.13614921502068,563
ANKRD49,114,125,-44.31927601961911,239
PIGK,121,109,-44.32936520783797,230
GALNT1,245,237,-44.46481467282624,482
NSRP1,382,413,-44.468012050412725,795
EXOC6,97,89,-44.47773361206055,186
SSBP3,248,273,-44.70526711725685,521
URI1,274,283,-45.27466969515734,557
AGPS,111,101,-45.32147713427274,212
DDAH1,496,483,-45.48563188624941,979
LINC00865,26,26,-45.55783418508675,52
RCOR3,181,195,-45.57690414469293,376
NAGK,208,194,-45.97322283692623,402
PPP1R12A,257,272,-46.174948593168494,529
KRT39,1,1,-46.29751205444336,2
MUS81,114,117,-46.31662043451748,231
CHMP1B,417,456,-46.41142388307762,873
RDH13,120,126,-46.76219084204697,246
INHBB,101,97,-46.81716660778932,198
RBBP6,459,506,-46.9554504236409,965
SLF2,97,95,-47.15199490388235,192
BBOX1,10,10,-47.1871955871582,20
DYNC1I2,411,423,-47.19550205935106,834
PLGLB1,10,10,-47.399782562255865,20
MT1X,298,331,-47.7617309946324,629
RNASE1,894,990,-47.92198583477369,1884
ERN1,251,245,-48.16252854562576,496
ZNF221,1,1,-48.21768760681152,2
NUDT15,132,138,-48.42531596996166,270
DHRS3,419,428,-48.48818255427878,847
CCNB1IP1,269,246,-48.57819756072702,515
ATP6V1D,434,480,-48.74637726881832,914
SIAH1,153,144,-49.28967747543797,297
RAB11A,651,642,-49.33594529755983,1293
ZBTB25,86,94,-49.355706363254114,180
MCTP2,164,160,-49.410622208206746,324
COPS2,270,278,-49.41224177562407,548
CYP2C18,16,15,-49.444505753055694,31
HEATR5B,73,77,-49.45826360066732,150
PRR4,88,86,-49.551190781867376,174
TBRG1,305,307,-49.588869992424456,612
YAP1,417,435,-49.65848634388525,852
ORC4,183,196,-50.045580458829775,379
SUGT1,301,308,-50.31506098980583,609
ZNF286A,14,15,-50.50341744258486,29
ABCC2,5,5,-50.57664718627929,10
C2CD4B,30,29,-50.72697151313394,59
SOX21,5,5,-50.7661750793457,10
USP7,240,229,-50.84905534105769,469
ZRANB1,163,149,-50.86404668367827,312
NTRK3,1,1,-51.039207458496094,2
PDIA6,712,766,-51.04855802481811,1478
EXOSC6,193,193,-51.18241662929712,386
LINS1,62,68,-51.39867987999549,130
JMJD8,228,215,-51.46436203037375,443
C12orf29,91,84,-51.50919442313058,175
LAYN,19,20,-51.62394156822791,39
HEXA,373,378,-51.68510712320096,751
C1QTNF9,2,2,-51.71705627441406,4
GNG12-AS1,3,3,-51.77557754516603,6
UFM1,524,478,-52.32446280686918,1002
NEDD1,88,92,-52.61378345489501,180
SHOC2,229,243,-52.72764967255672,472
PTCSC3,1,1,-52.95136642456055,2
ATF2,167,156,-52.96367529523632,323
MGP,258,281,-52.97001461106905,539
PIGF,256,250,-53.05174395595144,506
TTC36,6,6,-53.05717150370279,12
RTF1,602,583,-53.06750911599976,1185
PRCP,133,124,-53.13490755548736,257
GTF2A1,121,112,-53.5507007975435,233
LIMS2,27,26,-53.56104696021892,53
DIS3,175,191,-53.90916567943136,366
KIAA0513,73,69,-54.11622625001719,142
TMEM30B,364,387,-54.12572811446718,751
CHORDC1,190,179,-54.492159081022265,369
SUCO,186,182,-54.57914196926615,368
RBM7,314,342,-54.64768838882445,656
GALNT5,163,171,-55.08012705363201,334
DOCK7,89,85,-55.17664622164321,174
LINC00457,1,1,-55.20412063598633,2
TADA1,48,44,-55.33032848524011,92
ARHGAP5,371,384,-55.33602916389111,755
C2orf49,100,102,-55.50938077492288,202
NDFIP2,263,285,-55.6698055267334,548
ETS1,90,83,-55.782016467496845,173
ST8SIA5,1,1,-55.81443786621094,2
FAM107B,440,402,-55.85350050665704,842
TMTC1,7,7,-56.41836656842913,14
CDK10,237,233,-56.66128041693504,470
CXCR4,129,127,-56.719177439808846,256
NPL,79,74,-56.91478729248046,153
LINC01152,4,4,-57.21523761749268,8
LINC00566,1,1,-57.65435791015624,2
GSC,1,1,-57.65675354003906,2
LGALS8,287,314,-57.77422542222921,601
MS4A2,6,6,-58.02755069732667,12
MYH14,391,418,-59.55409350589709,809
FMO1,1,1,-59.89381790161133,2
N4BP1,200,218,-59.95648932571048,418
SLC38A1,302,295,-60.177225122499706,597
ARHGAP29,218,233,-60.31646794490433,451
EIF4EBP2,352,391,-60.34123296724836,743
SLFN11,47,48,-60.45664725052684,95
TP53I3,308,342,-61.276253415621255,650
TLE3,177,182,-61.54281718219556,359
LITAF,587,611,-62.012022703040216,1198
TNFSF13B,65,59,-62.05115712073541,124
BAZ2B,362,377,-62.075264937177565,739
SCNN1A,435,460,-62.23094174688755,895
NOS2,1,1,-63.14356994628906,2
RNASE6,32,30,-63.33672074348695,62
RHD,1,1,-64.04777145385742,2
NOXRED1,3,3,-64.28319549560547,6
CUTC,107,112,-64.33630169036726,219
HEATR4,1,1,-64.42408752441406,2
SERPINB4,1,1,-64.47124481201172,2
SEC16B,14,14,-65.10030392238072,28
SERTAD4,112,105,-65.2769297235023,217
CHAC2,43,43,-65.36495599081348,86
SELL,13,12,-65.93020599365234,25
NAV2-AS3,11,11,-66.21184695850718,22
LIPJ,1,1,-66.22745132446289,2
ATF3,634,687,-66.31942075603754,1321
BMI1,183,191,-66.74444217987877,374
CREBZF,207,188,-66.82404744594913,395
NBPF19,69,73,-66.9247775547941,142
VWA5A,167,155,-66.99378074029958,322
FCRL1,4,4,-67.6969747543335,8
GANAB,347,323,-68.34227101340221,670
LYG2,2,2,-68.8085527420044,4
MNAT1,271,295,-70.17849998339327,566
MBNL2,291,272,-70.21358136978286,563
ST6GALNAC5,14,14,-70.5564204624721,28
CLEC6A,1,1,-70.60637664794922,2
C10orf55,2,2,-70.68548965454102,4
AMY2B,34,31,-71.14111926739032,65
EHBP1,109,113,-71.78072907044007,222
DDX18,538,495,-72.57414070565149,1033
ITGA10,29,30,-72.98752451751191,59
MAPK6,221,221,-73.24906990431013,442
RPL10L,1,1,-73.33133316040039,2
LINC00426,1,1,-73.53912353515625,2
FSD2,2,2,-73.91407585144043,4
THSD1,12,11,-74.91059278405231,23
ACSF3,99,100,-75.01800008035785,199
AMY1A,1,1,-75.87265014648438,2
ATAD1,193,204,-75.88684650872756,397
CCL7,1,1,-76.29165649414062,2
GBP3,175,163,-76.39764522800783,338
CFHR1,2,2,-76.64907836914062,4
ROCK2,225,214,-77.01991642146014,439
PTPN2,354,380,-77.45579978880505,734
CD1A,1,1,-79.81969451904297,2
SPDYA,22,20,-79.98196065993535,42
LINC01355,10,10,-81.93827705383302,20
PMCH,1,1,-82.05915832519531,2
TMEM123,678,628,-82.4077874690431,1306
CNEP1R1,37,37,-82.5180555292078,74
GSTO1,494,541,-83.42566008636916,1035
OVGP1,13,14,-84.90647746898509,27
IGKV3-15,1,1,-85.33394241333008,2
SLC14A2,2,2,-85.90769290924072,4
CARD16,225,227,-87.09854829838844,452
SENP8,24,25,-88.21467029805086,49
EIF3F,807,868,-92.2485972891281,1675
TRIM22,239,253,-92.59722823631472,492
LINC01480,5,5,-92.70364837646484,10
ITFG1,297,323,-93.01132631609516,620
CD69,66,73,-95.20547540239292,139
STX3,336,319,-97.35300821784796,655
SLC44A5,13,12,-99.48474639892578,25
KLF5,621,681,-99.964780247889,1302
PTPRF,577,591,-102.56906689029852,1168
ISG20,439,408,-107.634098003437,847
RBM17,408,414,-107.97796367264722,822
MTMR2,78,83,-111.64033967959956,161
PPP3R1,58,54,-112.4240925993238,112
CCL3,192,205,-112.60431258924665,397
PIGV,89,92,-112.71154736682196,181
CFHR3,1,1,-113.0198860168457,2
VRK2,76,69,-113.66712756979057,145
OSBPL9,319,325,-115.0945561924336,644
CATSPERB,15,14,-115.10269822745488,29
KRTAP3-1,52,57,-133.4724270881863,109
SLC9A1,173,191,-148.12310885335063,364
KC6,2,2,-229.16439819335935,4
